Source,Target,Weight
study design,viral titer,1
study design,virion,1
study design,virus entry,1
study design,virus replication,1
study design,vsv,1
study design,western blot,1
study design,western blotting,1
study period,total,21
study period,surveillance,12
study period,symptom,9
study period,taiwan,7
study period,subject,5
study period,university hospital,5
study period,variable,5
study period,visit,5
study period,swab,4
study period,viral respiratory infection,4
study period,winter,4
study period,young child,4
study period,surveillance system,3
study period,survey,3
study period,ward,3
study period,year period,3
study period,threat,2
study period,throat swab,2
study period,uncertainty,2
study period,university,2
study period,vietnam,2
study period,viral agent,2
study period,virale,2
study period,training,1
study period,travel,1
study period,una,1
study period,upper respiratory tract infection,1
study period,user,1
study period,vaccine candidate,1
study period,ventilation,1
study period,viral rna,1
study period,viral titer,1
study period,virus detection,1
study period,vomiting,1
study period,western blot,1
study period,world health organization,1
subject,symptom,43
subject,total,33
subject,survey,18
subject,threat,12
subject,variable,11
subject,viral respiratory infection,10
subject,visit,8
subject,woman,8
subject,worker,8
subject,titer,7
subject,training,7
subject,upper respiratory tract infection,7
subject,throat swab,6
subject,tnf,5
subject,user,5
subject,vitro,5
subject,winter,5
subject,wuhan,5
subject,swab,4
subject,taiwan,4
subject,team,4
subject,total number,4
subject,university hospital,4
subject,ventilation,4
subject,virion,4
subject,ward,4
subject,t cell,3
subject,t cell response,3
subject,travel,3
subject,una,3
subject,university,3
subject,viral pneumonia,3
subject,viral replication,3
subject,virale,3
subject,virus detection,3
subject,world health organization,3
subject,suppression,2
subject,surveillance system,2
subject,theory,2
subject,titre,2
subject,toll,2
subject,topic,2
subject,transplantation,2
subject,united states,2
subject,vero cell,2
subject,vietnam,2
subject,viral agent,2
subject,viral genome,2
subject,virus replication,2
subject,western blot,2
subject,wild type,2
subject,substitution,1
subject,substrate,1
subject,subunit,1
subject,summary background,1
subject,supply,1
subject,surveillance,1
subject,synthesis,1
subject,t lymphocyte,1
subject,target cell,1
subject,test result,1
subject,transcript,1
subject,transcription factor,1
subject,translation,1
subject,united state,1
subject,vaccine candidate,1
subject,vaccine strain,1
subject,viral antigen,1
subject,viremia,1
subject,virus entry,1
subject,virus genome,1
subject,virus isolation,1
subject,virus particle,1
subject,vivo,1
subject,vlp,1
subject,vomiting,1
subject,year period,1
subject,yeast,1
subject,young child,1
substitution,vitro,9
substitution,viral entry,7
substitution,synthesis,6
substitution,wild type,6
substitution,tropism,5
substitution,viral replication,5
substitution,symptom,4
substitution,tgev,4
substitution,total,4
substitution,vivo,4
substitution,substrate,3
substitution,surveillance,3
substitution,transmissible gastroenteritis virus,3
substitution,vero cell,3
substitution,viral genome,3
substitution,virus particle,3
substitution,virus replication,3
substitution,suppression,2
substitution,swine,2
substitution,t cell,2
substitution,t cell response,2
substitution,template,2
substitution,titer,2
substitution,toxicity,2
substitution,translation,2
substitution,vaccine strain,2
substitution,vesicular stomatitis virus,2
substitution,viral protein,2
substitution,virus entry,2
substitution,vsv,2
substitution,subunit,1
substitution,supply,1
substitution,swab,1
substitution,taiwan,1
substitution,throat swab,1
substitution,titre,1
substitution,toll,1
substitution,topic,1
substitution,transcript,1
substitution,transcription,1
substitution,transfection,1
substitution,uncertainty,1
substitution,united state,1
substitution,user,1
substitution,vaccine candidate,1
substitution,vietnam,1
substitution,viral antigen,1
substitution,viral particle,1
substitution,viral rna,1
substitution,virus genome,1
substitution,virus isolation,1
substitution,vlp,1
substitution,woman,1
substitution,year period,1
substitution,yeast,1
substrate,vitro,12
substrate,viral replication,7
substrate,subunit,4
substrate,synthesis,4
substrate,transcript,3
substrate,viral genome,3
substrate,viral rna,3
substrate,virus replication,3
substrate,suppression,2
substrate,topic,2
substrate,transcription,2
substrate,viral protein,2
substrate,virus isolation,2
substrate,virus titer,2
substrate,vivo,2
substrate,symptom,1
substrate,t cell,1
substrate,template,1
substrate,tgev,1
substrate,theory,1
substrate,threat,1
substrate,titer,1
substrate,titre,1
substrate,tnf,1
substrate,total,1
substrate,transcription factor,1
substrate,transfection,1
substrate,translation,1
substrate,transmissible gastroenteritis virus,1
substrate,variable,1
substrate,vero cell,1
substrate,vesicular stomatitis virus,1
substrate,western blot analysis,1
substrate,world health organization,1
substrate,yeast,1
subunit,vitro,17
subunit,virion,12
subunit,transcription,8
subunit,translation,8
subunit,tgev,7
subunit,synthesis,6
subunit,t cell,5
subunit,transmissible gastroenteritis virus,5
subunit,vaccine candidate,5
subunit,viral replication,5
subunit,titer,4
subunit,total,4
subunit,viral protein,4
subunit,vivo,4
subunit,western blot,4
subunit,western blot analysis,4
subunit,yeast,4
subunit,suppression,3
subunit,template,3
subunit,threat,3
subunit,tnf,3
subunit,transcription factor,3
subunit,vero cell,3
subunit,virus entry,3
subunit,virus particle,3
subunit,western blotting,3
subunit,swine,2
subunit,target cell,2
subunit,titre,2
subunit,total number,2
subunit,transfection,2
subunit,viral entry,2
subunit,viral genome,2
subunit,viral rna,2
subunit,virus replication,2
subunit,vsv,2
subunit,wild type,2
subunit,summary background,1
subunit,surveillance,1
subunit,survey,1
subunit,taiwan,1
subunit,toll,1
subunit,toxicity,1
subunit,transcript,1
subunit,united states,1
subunit,university hospital,1
subunit,upper respiratory tract infection,1
subunit,vaccine strain,1
subunit,vesicular stomatitis virus,1
subunit,viral antigen,1
subunit,viral particle,1
subunit,vlp,1
subunit,vomiting,1
subunit,web,1
summary background,survey,6
summary background,total,6
summary background,surveillance,4
summary background,surveillance system,4
summary background,symptom,4
summary background,training,4
summary background,travel,4
summary background,titre,3
summary background,virus isolation,3
summary background,woman,3
summary background,supply,2
summary background,swab,2
summary background,threat,2
summary background,variable,2
summary background,ventilation,2
summary background,viral antigen,2
summary background,ward,2
summary background,t cell response,1
summary background,team,1
summary background,test result,1
summary background,throat swab,1
summary background,tropism,1
summary background,uncertainty,1
summary background,united states,1
summary background,university,1
summary background,upper respiratory tract infection,1
summary background,vaccine candidate,1
summary background,vero cell,1
summary background,viral genome,1
summary background,viral protein,1
summary background,viral replication,1
summary background,viral rna,1
summary background,virale,1
summary background,virus genome,1
summary background,visit,1
summary background,vitro,1
summary background,web,1
summary background,western blot,1
summary background,western blot analysis,1
summary background,winter,1
summary background,worker,1
summary background,world health organization,1
summary background,year period,1
supply,threat,7
supply,team,5
supply,training,5
supply,symptom,4
supply,world health organization,4
supply,wuhan,4
supply,survey,3
supply,topic,3
supply,total,3
supply,travel,3
supply,university,3
supply,ward,3
supply,synthesis,2
supply,template,2
supply,transportation,2
supply,united states,2
supply,variable,2
supply,vietnam,2
supply,visit,2
supply,worker,2
supply,year period,2
supply,surveillance,1
supply,swab,1
supply,test result,1
supply,theory,1
supply,toll,1
supply,transcript,1
supply,transplantation,1
supply,uncertainty,1
supply,university hospital,1
supply,user,1
supply,ventilation,1
supply,viral particle,1
supply,virus entry,1
supply,vitro,1
supply,winter,1
supply,woman,1
suppression,vitro,12
suppression,virus replication,11
suppression,transcription,10
suppression,tnf,9
suppression,viral protein,9
suppression,translation,8
suppression,vivo,8
suppression,synthesis,7
suppression,viral replication,7
suppression,symptom,4
suppression,t cell,4
suppression,t cell response,4
suppression,t lymphocyte,3
suppression,theory,3
suppression,total,3
suppression,toxicity,3
suppression,viral entry,3
suppression,viral genome,3
suppression,viral rna,3
suppression,virion,3
suppression,virus titer,3
suppression,template,2
suppression,titre,2
suppression,transcript,2
suppression,transplantation,2
suppression,transportation,2
suppression,vesicular stomatitis virus,2
suppression,viral antigen,2
suppression,viral titer,2
suppression,viremia,2
suppression,western blot,2
suppression,surveillance,1
suppression,swab,1
suppression,swine,1
suppression,target cell,1
suppression,tgev,1
suppression,threat,1
suppression,titer,1
suppression,toll,1
suppression,transcription factor,1
suppression,tropism,1
suppression,variable,1
suppression,ventilation,1
suppression,vero cell,1
suppression,viral respiratory infection,1
suppression,visit,1
suppression,vsv,1
suppression,wild type,1
suppression,world health organization,1
suppression,yeast,1
suppression,young child,1
surveillance,surveillance system,62
surveillance,threat,38
surveillance,total,27
surveillance,symptom,20
surveillance,survey,15
surveillance,swab,11
surveillance,taiwan,11
surveillance,travel,11
surveillance,throat swab,10
surveillance,team,9
surveillance,training,9
surveillance,visit,9
surveillance,wuhan,9
surveillance,united states,8
surveillance,world health organization,8
surveillance,young child,8
surveillance,vaccine strain,7
surveillance,t cell,6
surveillance,theory,6
surveillance,uncertainty,6
surveillance,variable,6
surveillance,vietnam,6
surveillance,year period,6
surveillance,total number,5
surveillance,viral genome,5
surveillance,viral rna,5
surveillance,virus detection,5
surveillance,web,5
